entity_id,entity_type,name,foot_traffic,sales,avg_dwell_time_min,area_sqft,ft_per_sqft,geolocation,country,state_code,state_name,city,postal_code,formatted_city,street_address,sub_category,dma,cbsa,chain_id,chain_name,store_id,date_opened,date_closed
eb117f3b1ebdc3f66f2e693f,venue,Walmart,147818,2964914.17,34.40,193026.63,0.77,POINT (-81.11974764825742 38.0343667134914),United States,WV,West Virginia,Fayetteville,25840,Fayetteville,204 Town Center Road,Big Box Store,559,13220,58ef64a9173f5601f82d8f0e,Walmart,1360,2017-01-01 00:00:00.000000 UTC,
f6f11a2fc54111cbde0c696b,venue,Target,229681,5856314.46,27.86,141796.38,1.62,POINT (-120.6845432068496 35.25240108426862),United States,CA,California,San Luis Obispo,93405,San Luis Obispo,11990 Los Osos Valley Rd,Big Box Store,855,42020,58ef64a9173f5601f92d8f0e,Target,2759,2011-07-20 00:00:00.000000 UTC,
939508c2704353c349ccaf5b,venue,Walmart,140902,986902.11,32.54,239980.23,0.59,POINT (-91.81524307442656 29.98613716564475),United States,LA,Louisiana,New Iberia,70560,New Iberia,1205 E Admiral Doyle Dr,Big Box Store,642,29180,58ef64a9173f5601f82d8f0e,Walmart,533,,
f559ae1386960dfe2236c9c6,venue,Walmart,112337,1560205.65,35.32,220599.24,0.51,POINT (-84.59166764392029 39.2245822349989),United States,OH,Ohio,Cincinnati,45239,Cincinnati,8451 Colerain Ave,Big Box Store,515,17140,58ef64a9173f5601f82d8f0e,Walmart,1521,2017-01-01 00:00:00.000000 UTC,
637a3c88a96610d6fd2fa895,venue,Walmart,0,0.00,29.87,111573.18,0.00,POINT (-79.69892681722719 41.63334146473068),United States,PA,Pennsylvania,Titusville,16354,Titusville,11415 Hydetown Rd,Big Box Store,516,32740,58ef64a9173f5601f82d8f0e,Walmart,5360,,
dd32ce2644791fd0d1a6084c,venue,Big Lots,193025,3700984.14,0.00,18821.95,10.26,POINT (-81.54068431822088 39.23500885793794),United States,WV,West Virginia,Parkersburg,26101,Parkersburg,2107 Pike St,Big Box Store,597,37620,59b035c2173f568518781186,Big Lots,186,,2020-03-17 00:00:00.000000 UTC
db8fbe4e2e8ad7ab673688e8,venue,Walmart,5898,166698.85,30.16,163880.58,0.04,POINT (-113.78977134062872 42.56034696146468),United States,ID,Idaho,Burley,83318,Burley,385 Overland Ave,Big Box Store,760,15420,58ef64a9173f5601f82d8f0e,Walmart,1900,2017-01-01 00:00:00.000000 UTC,
dbe55bbbad01ee75bdfd3aa4,venue,Big Lots,136548,2501456.08,26.90,30554.76,4.47,POINT (-101.92503062500477 33.594033351152895),United States,TX,Texas,Lubbock,79416,Lubbock,5402 4th St #2,Big Box Store,651,31180,59b035c2173f568518781186,Big Lots,1915,,
939f3f3e7e5d3e14f733a18a,venue,Walmart,0,0.00,32.22,155549.79,0.00,POINT (-85.17102055756997 31.843553529395624),United States,AL,Alabama,Eufaula,36027,Eufaula,3176 S Eufaula Ave,Big Box Store,522,21640,58ef64a9173f5601f82d8f0e,Walmart,1638,2017-01-01 00:00:00.000000 UTC,
924a218b6477a9be5f06d934,venue,Big Lots,128840,648448.23,0.00,24280.72,5.31,POINT (-86.19579934661087 41.68323442179467),United States,IN,Indiana,Mishawaka,46545,Mishawaka,2320 Miracle Ln,Big Box Store,588,43780,59b035c2173f568518781186,Big Lots,386,,2019-02-28 00:00:00.000000 UTC
8a5e6ac55fdaa74c45ee63bd,venue,Walmart,92657,1979692.68,29.74,162066.09,0.57,POINT (-82.81228893027105 32.95185867704865),United States,GA,Georgia,Sandersville,31082,Sandersville,1308 S Harris St,Big Box Store,503,,58ef64a9173f5601f82d8f0e,Walmart,1143,,
ec486e32861e090ae820052e,venue,Target,192768,4686293.38,30.25,108000.04,1.78,POINT (-91.35631541079964 39.93647069507414),United States,IL,Illinois,Quincy,62305,Quincy,3701 Broadway St,Big Box Store,717,39500,58ef64a9173f5601f92d8f0e,Target,2896,2023-08-13 00:00:00.000000 UTC,
8a9f7e4d8a43e7d513226310,venue,Walmart,0,0.00,32.12,210960.02,0.00,POINT (-87.4599936799653 46.54742230563898),United States,MI,Michigan,Marquette,49855,Marquette,3225 US-41,Big Box Store,553,32100,58ef64a9173f5601f82d8f0e,Walmart,2079,2017-01-01 00:00:00.000000 UTC,
93ac5c426f8922eb3d213b0d,venue,Kmart,103320,1076842.21,0.00,87121.40,1.19,POINT (-79.97053867581361 37.23723134673526),United States,VA,Virginia,Roanoke,24014,Roanoke,3533 Franklin Rd SW,Big Box Store,573,40220,59b04357173f56851c781126,Kmart,3324,,2017-10-01 00:00:00.000000 UTC
9350da1c89d9559b9b5ec0d9,venue,Walmart,149506,2212582.99,26.34,79770.23,1.87,POINT (-90.03323583453239 40.5922803263486),United States,IL,Illinois,Canton,61520,Canton,2071 N Main St,Big Box Store,675,37900,58ef64a9173f5601f82d8f0e,Walmart,1713,2017-01-01 00:00:00.000000 UTC,
eb8d15887a8e20caf91171c0,venue,Walmart,175202,1923767.95,33.49,174853.76,1.00,POINT (-88.62952048600377 31.68897276521891),United States,MS,Mississippi,Waynesboro,39367,Waynesboro,1350 Azalea Dr,Big Box Store,710,,58ef64a9173f5601f82d8f0e,Walmart,785,2017-01-01 00:00:00.000000 UTC,
f69edcf0f9b684fffe023edc,venue,Walmart,9152,85282.34,32.64,207562.60,0.04,POINT (-81.22237119333352 37.75435033817949),United States,WV,West Virginia,Macarthur,25873,Macarthur,1881 Robert C Byrd Dr,Big Box Store,559,13220,58ef64a9173f5601f82d8f0e,Walmart,5319,,
63170540d4788022635eef2b,venue,Big Lots,105897,1249906.03,29.04,24196.48,4.38,POINT (-111.98834523927101 46.59334030570129),United States,MT,Montana,Helena,59601,Helena,2930 Prospect Ave,Big Box Store,766,25740,59b035c2173f568518781186,Big Lots,4656,,2024-07-10 00:00:00.000000 UTC
f48b2b9684c201cdb813339f,venue,Walmart,158332,4631132.14,28.30,112932.59,1.40,POINT (-84.03480086067633 41.034194316675645),United States,OH,Ohio,Ottawa,45875,Ottawa,1720 N Perry St,Big Box Store,558,,58ef64a9173f5601f82d8f0e,Walmart,2542,,
65a898e6beb0f7a4b3fd186a,venue,Walmart,213366,4352078.15,32.37,159460.25,1.34,POINT (-94.14695373914307 30.340434886940404),United States,TX,Texas,Silsbee,77656,Silsbee,1100 US-96,Big Box Store,692,13140,58ef64a9173f5601f82d8f0e,Walmart,383,2017-01-01 00:00:00.000000 UTC,
8a2770cd0dae864bc82e4ac2,venue,Walmart,212811,3990626.36,33.03,200880.85,1.06,POINT (-68.39284751595288 44.5247607031973),United States,ME,Maine,Ellsworth,4605,Ellsworth,17 Myrick St,Big Box Store,537,,58ef64a9173f5601f82d8f0e,Walmart,1932,,
4b4000d06773358dab9e7d76,venue,Walmart,12818,283879.12,29.20,192216.40,0.07,POINT (-96.72945083114155 43.472470368962675),United States,SD,South Dakota,Sioux Falls,57108,Sioux Falls,7821 S Minnesota Ave,Big Box Store,725,43620,58ef64a9173f5601f82d8f0e,Walmart,2443,,
93512e106dfb53f945fa7ac9,venue,Big Lots,109574,1914994.08,31.04,50163.13,2.18,POINT (-78.40460166684157 40.46742912562875),United States,PA,Pennsylvania,Altoona,16601,Altoona,415 Orchard Ave APT 7,Big Box Store,574,11020,59b035c2173f568518781186,Big Lots,1867,,
ed6b291819391db3c72440c5,venue,Walmart,146017,3008521.58,29.94,107291.16,1.36,POINT (-94.41952680041621 30.763737660363773),United States,TX,Texas,Woodville,75979,Woodville,115 Cobb Mill Rd,Big Box Store,692,,58ef64a9173f5601f82d8f0e,Walmart,288,,
f5f34ca3121c1163bd1a2dc0,venue,Walmart,225158,3145862.03,33.77,187410.34,1.20,POINT (-92.59100314343299 47.52299834293152),United States,MN,Minnesota,Mountain Iron,55768,Mountain Iron,8580 Rock Ridge Dr,Big Box Store,676,20260,58ef64a9173f5601f82d8f0e,Walmart,4849,2017-01-01 00:00:00.000000 UTC,
ac009a1d53084ae66e0aa94b,venue,Walmart,97454,941737.83,32.64,221918.20,0.44,POINT (-84.9458761849044 32.54082086020106),United States,GA,Georgia,Columbus,31909,Columbus,5448 Whittlesey Blvd STE B,Big Box Store,522,17980,58ef64a9173f5601f82d8f0e,Walmart,1311,,
ec3d4fd293956eaa721ccb2c,venue,Walmart,0,0.00,29.52,113231.15,0.00,POINT (-80.7085454052379 37.329388402687805),United States,VA,Virginia,Pearisburg,24134,Pearisburg,160 Kinter Way,Big Box Store,573,13980,58ef64a9173f5601f82d8f0e,Walmart,2646,,
4dbe3450088e245361e3bd07,venue,Kmart,219553,2027963.66,0.00,118019.07,1.86,POINT (-79.29235043639048 42.09477586931695),United States,NY,New York,Jamestown,14701,Jamestown,975 Fairmount Ave,Big Box Store,514,27460,59b04357173f56851c781126,Kmart,4726,,2019-10-31 00:00:00.000000 UTC
adf0028cff437436526b8412,venue,Walmart,0,0.00,32.69,232047.21,0.00,POINT (-116.38480135344618 33.79814309675659),United States,CA,California,Palm Desert,92211,Palm Desert,34500 Monterey Ave,Big Box Store,804,40140,58ef64a9173f5601f82d8f0e,Walmart,5096,2017-01-01 00:00:00.000000 UTC,
88f5b683bff35c5ac74cd7ea,venue,Walmart,0,0.00,0.00,192479.28,0.00,POINT (-88.98298920506097 40.45240846863566),United States,IL,Illinois,Bloomington,61704,Bloomington,1401 S Veterans Pkwy,Big Box Store,675,14010,58ef64a9173f5601f82d8f0e,Walmart,,,2017-06-18 00:00:00.000000 UTC
e98345ce41f0ac5e65e633c6,venue,Kmart,12790,150299.97,0.00,94317.95,0.14,POINT (-82.8478322928005 31.491405283326287),United States,GA,Georgia,Douglas,31533,Douglas,1300 South Madison A,Big Box Store,525,20060,59b04357173f56851c781126,Kmart,3946,,2017-10-01 00:00:00.000000 UTC
ed989304b3f09692c3881437,venue,Big Lots,134488,2576221.16,23.76,37532.98,3.58,POINT (-71.28728778891067 41.93579028757413),United States,MA,Massachusetts,Attleboro,2703,Attleboro,217 S Main St,Big Box Store,521,39300,59b035c2173f568518781186,Big Lots,1398,,
f5ea51f87af37388fe50fbe9,venue,Walmart,186100,1831774.23,31.03,156721.67,1.19,POINT (-86.94882197006494 34.452443190639485),United States,AL,Alabama,Hartselle,35640,Hartselle,1201 Hwy 31 SW,Big Box Store,691,19460,58ef64a9173f5601f82d8f0e,Walmart,1124,2017-01-01 00:00:00.000000 UTC,
88e3528f549e28611a04b255,venue,Walmart,200324,3826893.20,33.31,187008.43,1.07,POINT (-75.1626355623487 38.33934722333628),United States,MD,Maryland,Berlin,21811,Berlin,11416 Ocean Gateway,Big Box Store,576,41540,58ef64a9173f5601f82d8f0e,Walmart,2560,,
e9c7964d18e4cce4847d7993,venue,Walmart,6951,51421.47,34.40,194930.15,0.04,POINT (-102.41056345242906 31.856489835630068),United States,TX,Texas,Odessa,79763,Odessa,2450 Nw Loop 338 State Rte W,Big Box Store,633,36220,58ef64a9173f5601f82d8f0e,Walmart,2891,2017-01-01 00:00:00.000000 UTC,
e8178cda10a5df4b998ab2b3,venue,Big Lots,21441,331308.42,26.33,31162.53,0.69,POINT (-116.27695076036552 43.66633563603516),United States,ID,Idaho,Boise,83714,Boise,7001 W State St,Big Box Store,757,14260,59b035c2173f568518781186,Big Lots,4119,,2024-12-31 00:00:00.000000 UTC
f6daed28a3abe4687a446341,venue,Big Lots,0,0.00,36.17,34509.76,0.00,POINT (-81.88746748850183 26.666567966892828),United States,FL,Florida,North Fort Myers,33903,North Fort Myers,13970 N Cleveland Ave,Big Box Store,571,15980,59b035c2173f568518781186,Big Lots,559,,
ac6804a08c9b999aae363a4b,venue,Big Lots,143101,3329326.97,0.00,23724.71,6.03,POINT (-110.980245233015 32.278736001863926),United States,AZ,Arizona,Tucson,85705,Tucson,3959 N Oracle Rd,Big Box Store,789,46060,59b035c2173f568518781186,Big Lots,4329,,2019-06-30 00:00:00.000000 UTC
91c5ee35127619fb0fa502d0,venue,Walmart,0,0.00,32.50,162151.46,0.00,POINT (-83.58010302184144 30.102084203105726),United States,FL,Florida,Perry,32348,Perry,1900 S Jefferson St,Big Box Store,530,,58ef64a9173f5601f82d8f0e,Walmart,5172,,
dbadd82de323ea43b136b29f,venue,Kmart,235707,5769263.67,0.00,123073.10,1.92,POINT (-75.90608162806541 42.11155892489437),United States,NY,New York,Binghamton,13901,Binghamton,33 W State St,Big Box Store,502,13780,59b04357173f56851c781126,Kmart,,,2017-10-01 00:00:00.000000 UTC
64c90dc62f205c540508c48d,venue,Walmart,181411,4372497.71,33.42,218535.41,0.83,POINT (-97.63333456249829 27.85364325000623),United States,TX,Texas,Corpus Christi,78410,Corpus Christi,3829 US-77,Big Box Store,600,18580,58ef64a9173f5601f82d8f0e,Walmart,464,,
eafbb15590eb76f8558106ef,venue,Walmart,176783,1821659.17,28.81,157743.56,1.12,POINT (-87.69188922560018 34.84297158202536),United States,AL,Alabama,Florence,35633,Florence,2701 Cloverdale Rd,Big Box Store,691,22520,58ef64a9173f5601f82d8f0e,Walmart,4187,2017-01-01 00:00:00.000000 UTC,
ddf128150532693d8a8b9436,venue,Walmart,159723,1838309.08,33.31,153890.29,1.04,POINT (-80.42935978132971 37.81192702147483),United States,WV,West Virginia,Lewisburg,24901,Lewisburg,1976 Jefferson St N,Big Box Store,559,,58ef64a9173f5601f82d8f0e,Walmart,1499,2017-01-01 00:00:00.000000 UTC,
ddef3c948f033582771624e0,venue,Walmart,202485,2027858.71,32.47,193809.72,1.04,POINT (-77.79905183722346 34.29599429109865),United States,NC,North Carolina,Wilmington,28411,Wilmington,8035 Market Street,Big Box Store,550,48900,58ef64a9173f5601f82d8f0e,Walmart,4065,,
ddd08ca1fef27057ca1200b7,venue,Walmart,162366,2958484.28,33.05,161566.23,1.00,POINT (-123.36881310082434 43.235373934549585),United States,OR,Oregon,Roseburg,97471,Roseburg,2125 NW Stewart Pkwy,Big Box Store,801,40700,58ef64a9173f5601f82d8f0e,Walmart,2477,,
897f19f52580c7f3033548af,venue,Walmart,118773,2296497.41,32.69,131636.42,0.90,POINT (-80.1145304436065 26.574918744084595),United States,FL,Florida,Lake Worth Beach,33463,Lake Worth Beach,4545 Hypoluxo Rd,Big Box Store,548,33100,58ef64a9173f5601f82d8f0e,Walmart,1398,2017-01-01 00:00:00.000000 UTC,
dda927ee3a2918199a44220e,venue,Target,90600,1715044.78,27.56,98277.58,0.92,POINT (-77.38373782297128 35.57896486897141),United States,NC,North Carolina,Greenville,27834,Greenville,3040 Evans St,Big Box Store,545,24780,58ef64a9173f5601f92d8f0e,Target,1022,1996-07-24 00:00:00.000000 UTC,
ec7693d14c41cf15bee932b2,venue,Target,10770,265527.66,30.92,135879.97,0.08,POINT (-80.13733533460484 26.6177827214453),United States,FL,Florida,Greenacres,33463,Greenacres,5900 Lake Worth Rd,Big Box Store,548,33100,58ef64a9173f5601f92d8f0e,Target,1110,1998-03-04 00:00:00.000000 UTC,
ea39707da26952e1c84be16b,venue,Big Lots,9227,171953.76,24.84,37183.84,0.25,POINT (-84.59486279581192 39.24835765494383),United States,OH,Ohio,Cincinnati,45251,Cincinnati,9690 Colerain Ave,Big Box Store,515,17140,59b035c2173f568518781186,Big Lots,5410,2019-11-23 00:00:00.000000 UTC,2024-11-05 00:00:00.000000 UTC
ed8af6c1e1a4ccc6157b08b0,venue,Big Lots,205535,3792308.12,30.18,25106.66,8.19,POINT (-98.54620476424896 33.877501050897166),United States,TX,Texas,Wichita Falls,76308,Wichita Falls,3923 Kell E Blvd,Big Box Store,627,48660,59b035c2173f568518781186,Big Lots,1402,2017-01-01 00:00:00.000000 UTC,
ed60e60b609e9113e8c61668,venue,Walmart,150645,2599814.54,30.69,174832.14,0.86,POINT (-80.12827105707953 26.932676083303793),United States,FL,Florida,Jupiter,33458,Jupiter,2144 W Indiantown Rd,Big Box Store,548,33100,58ef64a9173f5601f82d8f0e,Walmart,2176,,
634ae60979ab8401c11b51a2,venue,Walmart,149999,3215336.24,30.67,178735.26,0.84,POINT (-85.65068659054008 31.445198367571663),United States,AL,Alabama,Ozark,36360,Ozark,1537 US-231,Big Box Store,606,37120,58ef64a9173f5601f82d8f0e,Walmart,740,2017-01-01 00:00:00.000000 UTC,
4b44ecdb82bf8513c62dc680,venue,Walmart,123857,753345.72,35.12,162985.23,0.76,POINT (-83.01988698532047 36.39659779297903),United States,TN,Tennessee,Rogersville,37857,Rogersville,4331 Hwy 66 S,Big Box Store,531,28700,58ef64a9173f5601f82d8f0e,Walmart,3234,2017-01-01 00:00:00.000000 UTC,
aea1999e9c43f31160567cdb,venue,Walmart,321131,3370012.75,30.38,112886.71,2.84,POINT (-82.36465933625489 31.786218999661376),United States,GA,Georgia,Baxley,31513,Baxley,980 W Parker St,Big Box Store,507,,58ef64a9173f5601f82d8f0e,Walmart,5392,2017-01-01 00:00:00.000000 UTC,
ea2d76862dd2843666761e81,venue,Walmart,99632,2143414.93,33.35,236252.26,0.42,POINT (-119.09543926196396 35.308776294666266),United States,CA,California,Bakersfield,93313,Bakersfield,5075 Gosford Rd,Big Box Store,800,12540,58ef64a9173f5601f82d8f0e,Walmart,5134,,
dbc45fc9998d55fc3e290e23,venue,Walmart,164877,834549.49,29.03,108511.24,1.52,POINT (-88.38922518587 38.37599283508614),United States,IL,Illinois,Fairfield,62837,Fairfield,150 Commerce Drive,Big Box Store,649,,58ef64a9173f5601f82d8f0e,Walmart,454,2017-01-01 00:00:00.000000 UTC,
ad4634f0c88f9d0d6217d332,venue,Walmart,127942,3061163.41,31.42,162667.50,0.79,POINT (-79.49703205603089 37.32595980820825),United States,VA,Virginia,Bedford,24523,Bedford,1126 E Lynchburg Salem Turnpike,Big Box Store,573,31340,58ef64a9173f5601f82d8f0e,Walmart,1399,2017-01-01 00:00:00.000000 UTC,
dbbf1747562251028e8c84df,venue,Target,42849,1261659.23,30.81,127552.84,0.34,POINT (-95.83917019409733 41.22008546021795),United States,IA,Iowa,Council Bluffs,51501-7732,Council Bluffs,3804 Metro Dr,Big Box Store,652,36540,58ef64a9173f5601f92d8f0e,Target,2454,2009-03-04 00:00:00.000000 UTC,
f54a6fa416b896b5cbc9218b,venue,Walmart,13042,244327.56,21.71,74650.82,0.17,POINT (-91.12603406592936 41.78348160465321),United States,IA,Iowa,Tipton,52772,Tipton,1126 IA-38,Big Box Store,637,,58ef64a9173f5601f82d8f0e,Walmart,841,,
4dab9c21f39643939c7096f8,venue,Big Lots,231250,5181601.60,28.40,36642.93,6.31,POINT (-84.2122258771313 31.611922874784987),United States,GA,Georgia,Albany,31707,Albany,2525 Dawson Rd,Big Box Store,525,10500,59b035c2173f568518781186,Big Lots,5406,2019-08-13 00:00:00.000000 UTC,
f690c7a2f9f778c3a1b1d11d,venue,Walmart,218962,2719054.77,29.62,196061.92,1.12,POINT (-95.26404904264241 32.34581725678865),United States,TX,Texas,Tyler,75702,Tyler,450 S SE Loop 323,Big Box Store,709,46340,58ef64a9173f5601f82d8f0e,Walmart,6467,2017-04-05 00:00:00.000000 UTC,
ac9cfaba26dfb0706a868c08,venue,Walmart,188216,1321811.19,35.87,225551.47,0.83,POINT (-81.81400083625107 26.610760737297362),United States,FL,Florida,Fort Myers,33966,Fort Myers,4770 Colonial Blvd,Big Box Store,571,15980,58ef64a9173f5601f82d8f0e,Walmart,5034,,
abe0043db5659c9fd5eb0f84,venue,Walmart,28668,804331.99,31.76,209903.16,0.14,POINT (-115.54586293140265 32.96240579390986),United States,CA,California,Brawley,92227,Brawley,250 Wildcat Dr,Big Box Store,771,20940,58ef64a9173f5601f82d8f0e,Walmart,5335,,
eabd8955a3af3db446d95403,venue,Target,201102,5362256.98,27.47,74396.53,2.70,POINT (-86.90821829423972 40.42423118613819),United States,IN,Indiana,West Lafayette,47906-3539,West Lafayette,"300 W State St, Ste 100",Big Box Store,582,29200,58ef64a9173f5601f92d8f0e,Target,3309,2020-08-12 00:00:00.000000 UTC,
db931fda8e67eb5b6da590f0,venue,Walmart,206991,3720930.14,29.48,210689.49,0.98,POINT (-91.16093209379929 40.81422724781045),United States,IA,Iowa,West Burlington,52655,West Burlington,324 W Agency Rd,Big Box Store,682,15460,58ef64a9173f5601f82d8f0e,Walmart,797,2017-01-01 00:00:00.000000 UTC,
f4d5328cd1272211e4bb62c1,venue,Walmart,161643,3507417.24,31.30,214785.59,0.75,POINT (-92.33055276554337 42.45843295311165),United States,IA,Iowa,Waterloo,50702,Waterloo,1334 Flammang Dr,Big Box Store,637,47940,58ef64a9173f5601f82d8f0e,Walmart,1496,2017-01-01 00:00:00.000000 UTC,
abb6d6c1d29b568d39ddb061,venue,Target,228205,1736476.54,26.74,118766.43,1.92,POINT (-119.86763889339203 34.42859175342119),United States,CA,California,Goleta,93117,Goleta,6865 Hollister Ave,Big Box Store,855,42200,58ef64a9173f5601f92d8f0e,Target,2872,2019-10-20 00:00:00.000000 UTC,
8a8f0ca43c982fb8915c8f3c,venue,Walmart,235923,6983532.33,33.08,198332.23,1.19,POINT (-114.32618248308096 48.231723347492114),United States,MT,Montana,Kalispell,59901,Kalispell,170 Hutton Ranch Rd,Big Box Store,762,28060,58ef64a9173f5601f82d8f0e,Walmart,2259,,
db520c8e8a3f8b5f088e2528,venue,Walmart,72491,441610.78,30.46,216402.96,0.33,POINT (-98.38712915797755 40.94269531957724),United States,NE,Nebraska,Grand Island,68803,Grand Island,2250 Diers Ave,Big Box Store,722,24260,58ef64a9173f5601f82d8f0e,Walmart,1326,,
89e1d048b02cd22812a137d5,venue,Walmart,165990,1293963.34,22.66,74650.82,2.22,POINT (-78.61994278563492 34.63073524477215),United States,NC,North Carolina,Elizabethtown,28337,Elizabethtown,1347 W Broad St,Big Box Store,550,,58ef64a9173f5601f82d8f0e,Walmart,1166,,
dbb5891b127d43590ecc96bc,venue,Walmart,121301,2909740.57,30.21,156613.71,0.77,POINT (-94.32659801907212 37.83220693685834),United States,MO,Missouri,Nevada,64772,Nevada,2250 E Lincoln Ave,Big Box Store,603,,58ef64a9173f5601f82d8f0e,Walmart,34,2017-01-01 00:00:00.000000 UTC,
e89fa3a185d093ded3e176a5,venue,Target,117587,1663047.46,28.88,118182.42,0.99,POINT (-120.49052462443252 46.60612156089891),United States,WA,Washington,Yakima,98901,Yakima,12 N Fair Ave,Big Box Store,810,49420,58ef64a9173f5601f92d8f0e,Target,760,2017-01-01 00:00:00.000000 UTC,
dd38209ca1696f5f226595ae,venue,Target,8156,63750.72,31.55,132541.41,0.06,POINT (-97.66260738419616 31.07447119704233),United States,TX,Texas,Harker Heights,76548,Harker Heights,201 E Central Texas Expy,Big Box Store,625,28660,58ef64a9173f5601f92d8f0e,Target,2374,2008-07-23 00:00:00.000000 UTC,
939f933701f17bf3ee6a83ae,venue,Big Lots,8921,70032.57,26.68,47959.52,0.19,POINT (-87.62686358006728 34.83746550990787),United States,AL,Alabama,Florence,35630,Florence,340 Seville St,Big Box Store,691,22520,59b035c2173f568518781186,Big Lots,5413,2020-07-25 00:00:00.000000 UTC,
addea2325060fa6e89976ee0,venue,Big Lots,53744,1018405.40,26.43,31379.51,1.71,POINT (-85.81822831597952 41.236532122290456),United States,IN,Indiana,Warsaw,46580,Warsaw,2806 Frontage Rd,Big Box Store,588,47700,59b035c2173f568518781186,Big Lots,5478,2022-11-01 00:00:00.000000 UTC,2024-11-05 00:00:00.000000 UTC
e917e62c5a18ed201c5a8280,venue,Walmart,117249,2397843.94,23.91,74650.82,1.57,POINT (-96.8767979268025 31.304432418156285),United States,TX,Texas,Marlin,76661,Marlin,600 Hwy 6,Big Box Store,625,47380,58ef64a9173f5601f82d8f0e,Walmart,320,2017-01-01 00:00:00.000000 UTC,
4d6ee553929f982d541ffd81,venue,Walmart,259607,1753148.18,28.92,113687.83,2.28,POINT (-89.22300271332254 37.46191493146831),United States,IL,Illinois,Anna,62906,Anna,300 Leigh Ave,Big Box Store,632,,58ef64a9173f5601f82d8f0e,Walmart,233,2017-01-01 00:00:00.000000 UTC,
dc1c7d59f269da5d63c2d339,venue,Walmart,111145,1040892.10,31.24,219775.55,0.51,POINT (-97.4770117370564 25.92501533021595),United States,TX,Texas,Brownsville,78521,Brownsville,2721 Boca Chica Blvd,Big Box Store,636,15180,58ef64a9173f5601f82d8f0e,Walmart,1000,,
